   0.000E+00    0.000E+00    0.000E+00    6.829E-03    2.500E+01
   2.500E-02    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   5.000E-02    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   7.500E-02    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   1.000E-01    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   1.250E-01    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   1.500E-01    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   1.750E-01    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   2.000E-01    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   2.250E-01    0.000E+00    0.000E+00    5.000E-01    2.819E+01
   2.500E-01    0.000E+00    0.000E+00    0.000E+00    2.388E+01
   2.750E-01    0.000E+00    0.000E+00    0.000E+00    2.306E+01
   3.000E-01    0.000E+00    0.000E+00    0.000E+00    2.242E+01
   3.250E-01    0.000E+00    0.000E+00    0.000E+00    2.240E+01
   3.500E-01    0.000E+00    0.000E+00    0.000E+00    2.219E+01
   3.750E-01    0.000E+00    0.000E+00    0.000E+00    2.186E+01
   4.000E-01    0.000E+00    0.000E+00    0.000E+00    2.146E+01
   4.250E-01    0.000E+00    0.000E+00    0.000E+00    2.096E+01
   4.500E-01    0.000E+00    0.000E+00    0.000E+00    2.020E+01
   4.750E-01    0.000E+00    0.000E+00    0.000E+00    1.909E+01
   5.000E-01    0.000E+00    0.000E+00    0.000E+00    1.833E+01
   5.250E-01    0.000E+00    0.000E+00    0.000E+00    1.794E+01
   5.500E-01    0.000E+00    0.000E+00    0.000E+00    1.778E+01
   5.750E-01    0.000E+00    0.000E+00    0.000E+00    1.777E+01
   6.000E-01    0.000E+00    0.000E+00    0.000E+00    1.777E+01
   6.250E-01    0.000E+00    0.000E+00    0.000E+00    1.777E+01
   6.500E-01    0.000E+00    0.000E+00    0.000E+00    1.777E+01
   6.750E-01    0.000E+00    0.000E+00    0.000E+00    1.777E+01
   7.000E-01    0.000E+00    0.000E+00    0.000E+00    1.777E+01
   7.250E-01    0.000E+00    0.000E+00    0.000E+00    1.777E+01
   7.500E-01    0.000E+00    0.000E+00    0.000E+00    1.777E+01
   7.750E-01    0.000E+00    0.000E+00    0.000E+00    1.777E+01
   8.000E-01    0.000E+00    0.000E+00    0.000E+00    1.777E+01
   8.250E-01    0.000E+00    0.000E+00    0.000E+00    1.777E+01
   8.500E-01    0.000E+00    0.000E+00    0.000E+00    1.777E+01
   8.750E-01    0.000E+00    0.000E+00    0.000E+00    1.777E+01
   9.000E-01    0.000E+00    0.000E+00    0.000E+00    1.777E+01
   9.250E-01    0.000E+00    0.000E+00    0.000E+00    1.778E+01
   9.500E-01    0.000E+00    0.000E+00    0.000E+00    1.781E+01
   9.750E-01    0.000E+00    0.000E+00    0.000E+00    1.825E+01
