   0.000E+00    0.000E+00    0.000E+00    6.794E-03    2.500E+01
   2.500E-02    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   5.000E-02    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   7.500E-02    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   1.000E-01    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   1.250E-01    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   1.500E-01    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   1.750E-01    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   2.000E-01    0.000E+00    0.000E+00    1.000E+00    2.500E+01
   2.250E-01    0.000E+00    0.000E+00    5.000E-01    2.654E+01
   2.500E-01    0.000E+00    0.000E+00    0.000E+00    2.058E+01
   2.750E-01    0.000E+00    0.000E+00    0.000E+00    1.998E+01
   3.000E-01    0.000E+00    0.000E+00    0.000E+00    1.951E+01
   3.250E-01    0.000E+00    0.000E+00    0.000E+00    1.948E+01
   3.500E-01    0.000E+00    0.000E+00    0.000E+00    1.940E+01
   3.750E-01    0.000E+00    0.000E+00    0.000E+00    1.929E+01
   4.000E-01    0.000E+00    0.000E+00    0.000E+00    1.914E+01
   4.250E-01    0.000E+00    0.000E+00    0.000E+00    1.892E+01
   4.500E-01    0.000E+00    0.000E+00    0.000E+00    1.855E+01
   4.750E-01    0.000E+00    0.000E+00    0.000E+00    1.833E+01
   5.000E-01    0.000E+00    0.000E+00    0.000E+00    1.824E+01
   5.250E-01    0.000E+00    0.000E+00    0.000E+00    1.788E+01
   5.500E-01    0.000E+00    0.000E+00    0.000E+00    1.772E+01
   5.750E-01    0.000E+00    0.000E+00    0.000E+00    1.772E+01
   6.000E-01    0.000E+00    0.000E+00    0.000E+00    1.771E+01
   6.250E-01    0.000E+00    0.000E+00    0.000E+00    1.771E+01
   6.500E-01    0.000E+00    0.000E+00    0.000E+00    1.771E+01
   6.750E-01    0.000E+00    0.000E+00    0.000E+00    1.771E+01
   7.000E-01    0.000E+00    0.000E+00    0.000E+00    1.771E+01
   7.250E-01    0.000E+00    0.000E+00    0.000E+00    1.771E+01
   7.500E-01    0.000E+00    0.000E+00    0.000E+00    1.771E+01
   7.750E-01    0.000E+00    0.000E+00    0.000E+00    1.771E+01
   8.000E-01    0.000E+00    0.000E+00    0.000E+00    1.771E+01
   8.250E-01    0.000E+00    0.000E+00    0.000E+00    1.771E+01
   8.500E-01    0.000E+00    0.000E+00    0.000E+00    1.771E+01
   8.750E-01    0.000E+00    0.000E+00    0.000E+00    1.771E+01
   9.000E-01    0.000E+00    0.000E+00    0.000E+00    1.771E+01
   9.250E-01    0.000E+00    0.000E+00    0.000E+00    1.772E+01
   9.500E-01    0.000E+00    0.000E+00    0.000E+00    1.773E+01
   9.750E-01    0.000E+00    0.000E+00    0.000E+00    1.803E+01
   1.000E+00    0.000E+00    0.000E+00    0.000E+00    2.500E+01
   0.000E+00    2.500E-02    0.000E+00    0.000E+00    2.500E+01
   2.500E-02    2.500E-02   -3.059E-03    9.748E-01    2.501E+01
   5.000E-02    2.500E-02   -1.494E-03    9.816E-01    2.502E+01
   7.500E-02    2.500E-02   -5.693E-04    9.816E-01    2.499E+01
   1.000E-01    2.500E-02    1.706E-04    9.816E-01    2.499E+01
   1.250E-01    2.500E-02    9.385E-04    9.816E-01    2.501E+01
   1.500E-01    2.500E-02    1.912E-03    9.816E-01    2.498E+01
