" VARIABLES = ""X"""," ""Y"""," ""U"""," ""V"""," ""T""",,,
 ZONE I= 76, J= 76, F=POINT ,,,,-1116988741,-1116988702
0.4933,5.33E-02,1.37E+15,-4.23E+12,0.00E+00,,NO,NO
0.5067,5.33E-02,1.38E+15,-4.39E+13,0.00E+00,,NO,NO
0.52,5.33E-02,1.39E+15,-8.43E+13,0.00E+00,,NO,NO
0.5333,5.33E-02,1.42E+15,-1.26E+14,0.00E+00,,NO,NO
0.5467,5.33E-02,1.45E+15,-1.71E+14,0.00E+00,,NO,NO
0.56,5.33E-02,1.49E+15,-2.19E+14,0.00E+00,,NO,NO
0.5733,5.33E-02,1.55E+15,-2.71E+14,0.00E+00,,NO,NO
0.5867,5.33E-02,1.61E+15,-3.30E+14,0.00E+00,,NO,NO
0.6,5.33E-02,1.69E+15,-3.95E+14,0.00E+00,,NO,NO
0.6133,5.33E-02,1.78E+15,-4.70E+14,0.00E+00,,NO,NO
0.6267,5.33E-02,1.89E+15,-5.56E+14,0.00E+00,,NO,NO
0.64,5.33E-02,2.02E+15,-6.57E+14,0.00E+00,,NO,NO
0.6533,5.33E-02,2.17E+15,-7.75E+14,0.00E+00,,NO,NO
0.6667,5.33E-02,2.34E+15,-9.14E+14,0.00E+00,,NO,NO
0.68,5.33E-02,2.55E+15,-1.08E+15,0.00E+00,,NO,NO
0.6933,5.33E-02,2.78E+15,-1.28E+15,0.00E+00,,NO,NO
0.7067,5.33E-02,3.06E+15,-1.53E+15,0.00E+00,,NO,NO
0.72,5.33E-02,3.38E+15,-1.83E+15,0.00E+00,,NO,NO
0.7333,5.33E-02,3.76E+15,-2.20E+15,0.00E+00,,NO,NO
0.7467,5.33E-02,4.21E+15,-2.66E+15,0.00E+00,,NO,NO
0.76,5.33E-02,4.73E+15,-3.24E+15,0.00E+00,,NO,NO
0.7733,5.33E-02,5.35E+15,-3.97E+15,0.00E+00,,NO,NO
0.7867,5.33E-02,6.07E+15,-4.92E+15,-6.74E-05,,NO,NO
0.8,5.33E-02,6.93E+15,-6.14E+15,5.72E-04,,NO,NO
0.8133,5.33E-02,7.94E+15,-7.75E+15,-2.59E-03,,NO,NO
0.8267,5.33E-02,9.13E+15,-9.88E+15,1.24E-02,,NO,NO
0.84,5.33E-02,1.05E+16,-1.28E+16,-3.77E-02,,NO,NO
0.8533,5.33E-02,1.21E+16,-1.67E+16,1.55E-01,,NO,NO
0.8667,5.33E-02,1.40E+16,-2.22E+16,-5.96E-01,,NO,NO
0.88,5.33E-02,1.60E+16,-3.01E+16,2.90E+00,,NO,NO
0.8933,5.33E-02,1.83E+16,-4.19E+16,-1.24E+01,,NO,NO
0.9067,5.33E-02,2.05E+16,-6.08E+16,4.53E+01,,NO,NO
0.92,5.33E-02,2.15E+16,-9.34E+16,-1.36E+02,,NO,NO
0.9333,5.33E-02,1.57E+16,-1.55E+17,4.47E+02,,NO,NO
0.9467,5.33E-02,-2.97E+16,-2.65E+17,-3.55E+03,,NO,NO
0.96,5.33E-02,-2.95E+17,-3.49E+17,-1.20E+05,,NO,NO
0.9733,5.33E-02,-1.20E+18,2.05E+17,1.07E+06,,NO,NO
0.9867,5.33E-02,-3.99E+16,6.42E+17,3.39E+05,,NO,101700150
1,5.33E-02,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,6.67E-02,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,6.67E-02,-1.87E+17,-2.76E+17,1.57E+03,,-471150,NO
0.02667,6.67E-02,-3.50E+17,-9.95E+16,-7.96E+02,,NO,NO
0.04,6.67E-02,-2.10E+17,6.33E+16,-3.50E+03,,NO,NO
0.05333,6.67E-02,-9.93E+16,1.01E+17,1.31E+03,,NO,NO
0.06667,6.67E-02,-4.09E+16,8.86E+16,-1.41E+02,,NO,NO
0.08,6.67E-02,-1.35E+16,6.77E+16,1.98E+01,,NO,NO
0.09333,6.67E-02,-1.26E+15,4.97E+16,-1.61E+00,,NO,NO
0.1067,6.67E-02,4.01E+15,3.65E+16,2.50E-01,,NO,NO
0.12,6.67E-02,6.12E+15,2.72E+16,-2.88E-02,,NO,NO
0.1333,6.67E-02,6.77E+15,2.05E+16,1.29E-01,,NO,NO
0.1467,6.67E-02,6.74E+15,1.57E+16,-5.85E-02,,NO,NO
0.16,6.67E-02,6.39E+15,1.22E+16,3.84E-02,,NO,NO
0.1733,6.67E-02,5.91E+15,9.59E+15,-9.61E-03,,NO,NO
0.1867,6.67E-02,5.40E+15,7.61E+15,4.52E-03,,NO,NO
0.2,6.67E-02,4.90E+15,6.09E+15,-5.95E-04,,NO,NO
0.2133,6.67E-02,4.44E+15,4.92E+15,2.18E-04,,NO,NO
0.2267,6.67E-02,4.01E+15,4.01E+15,0.00E+00,,NO,NO
0.24,6.67E-02,3.63E+15,3.29E+15,0.00E+00,,NO,NO
0.2533,6.67E-02,3.30E+15,2.71E+15,0.00E+00,,NO,NO
0.2667,6.67E-02,3.00E+15,2.25E+15,0.00E+00,,NO,NO
0.28,6.67E-02,2.74E+15,1.88E+15,0.00E+00,,NO,NO
0.2933,6.67E-02,2.52E+15,1.58E+15,0.00E+00,,NO,NO
0.3067,6.67E-02,2.32E+15,1.32E+15,0.00E+00,,NO,NO
0.32,6.67E-02,2.15E+15,1.12E+15,0.00E+00,,NO,NO
0.3333,6.67E-02,2.00E+15,9.43E+14,0.00E+00,,NO,NO
0.3467,6.67E-02,1.88E+15,7.97E+14,0.00E+00,,NO,NO
0.36,6.67E-02,1.77E+15,6.73E+14,0.00E+00,,NO,NO
0.3733,6.67E-02,1.67E+15,5.66E+14,0.00E+00,,NO,NO
0.3867,6.67E-02,1.59E+15,4.73E+14,0.00E+00,,NO,NO
0.4,6.67E-02,1.53E+15,3.92E+14,0.00E+00,,NO,NO
0.4133,6.67E-02,1.47E+15,3.21E+14,0.00E+00,,NO,NO
0.4267,6.67E-02,1.42E+15,2.56E+14,0.00E+00,,NO,NO
0.44,6.67E-02,1.39E+15,1.97E+14,0.00E+00,,NO,NO
0.4533,6.67E-02,1.36E+15,1.43E+14,0.00E+00,,NO,NO
0.4667,6.67E-02,1.34E+15,9.18E+13,0.00E+00,,NO,NO
0.48,6.67E-02,1.33E+15,4.27E+13,0.00E+00,,NO,NO
0.4933,6.67E-02,1.33E+15,-5.44E+12,0.00E+00,,NO,NO
0.5067,6.67E-02,1.33E+15,-5.35E+13,0.00E+00,,NO,NO
0.52,6.67E-02,1.35E+15,-1.02E+14,0.00E+00,,NO,NO
0.5333,6.67E-02,1.37E+15,-1.53E+14,0.00E+00,,NO,NO
0.5467,6.67E-02,1.40E+15,-2.07E+14,0.00E+00,,NO,NO
0.56,6.67E-02,1.44E+15,-2.65E+14,0.00E+00,,NO,NO
0.5733,6.67E-02,1.48E+15,-3.28E+14,0.00E+00,,NO,NO
0.5867,6.67E-02,1.54E+15,-3.98E+14,0.00E+00,,NO,NO
0.6,6.67E-02,1.61E+15,-4.76E+14,0.00E+00,,NO,NO
0.6133,6.67E-02,1.69E+15,-5.66E+14,0.00E+00,,NO,NO
0.6267,6.67E-02,1.79E+15,-6.68E+14,0.00E+00,,NO,NO
0.64,6.67E-02,1.90E+15,-7.87E+14,0.00E+00,,NO,NO
0.6533,6.67E-02,2.03E+15,-9.26E+14,0.00E+00,,NO,NO
0.6667,6.67E-02,2.18E+15,-1.09E+15,0.00E+00,,NO,NO
0.68,6.67E-02,2.35E+15,-1.28E+15,0.00E+00,,NO,NO
0.6933,6.67E-02,2.55E+15,-1.52E+15,0.00E+00,,NO,NO
0.7067,6.67E-02,2.77E+15,-1.80E+15,0.00E+00,,NO,NO
0.72,6.67E-02,3.03E+15,-2.14E+15,0.00E+00,,NO,NO
0.7333,6.67E-02,3.33E+15,-2.56E+15,0.00E+00,,NO,NO
0.7467,6.67E-02,3.66E+15,-3.08E+15,0.00E+00,,NO,NO
0.76,6.67E-02,4.05E+15,-3.73E+15,0.00E+00,,NO,NO
0.7733,6.67E-02,4.48E+15,-4.54E+15,0.00E+00,,NO,NO
0.7867,6.67E-02,4.96E+15,-5.57E+15,-6.58E-05,,NO,NO
0.8,6.67E-02,5.50E+15,-6.88E+15,4.54E-04,,NO,NO
0.8133,6.67E-02,6.07E+15,-8.58E+15,-2.11E-03,,NO,NO
0.8267,6.67E-02,6.65E+15,-1.08E+16,8.65E-03,,NO,NO
0.84,6.67E-02,7.19E+15,-1.37E+16,-2.39E-02,,NO,NO
0.8533,6.67E-02,7.60E+15,-1.76E+16,6.14E-02,,NO,NO
0.8667,6.67E-02,7.68E+15,-2.30E+16,-5.89E-02,,NO,NO
0.88,6.67E-02,7.07E+15,-3.03E+16,-1.74E-01,,NO,NO
0.8933,6.67E-02,5.04E+15,-4.06E+16,1.33E+00,,NO,NO
0.9067,6.67E-02,-1.53E+13,-5.55E+16,-7.42E+00,,NO,NO
0.92,6.67E-02,-1.19E+16,-7.67E+16,4.75E+01,,NO,NO
0.9333,6.67E-02,-3.98E+16,-1.04E+17,-1.32E+02,,NO,NO
0.9467,6.67E-02,-1.06E+17,-1.27E+17,-4.61E+02,,NO,NO
0.96,6.67E-02,-2.53E+17,-8.55E+16,3.23E+03,,NO,NO
0.9733,6.67E-02,-4.51E+17,1.37E+17,-6.79E+04,,NO,NO
0.9867,6.67E-02,-1.48E+17,3.29E+17,-2.61E+04,,NO,-7820850
1,6.67E-02,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,8.00E-02,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,8.00E-02,-1.04E+17,-1.64E+17,5.51E+01,,-16377,NO
0.02667,8.00E-02,-1.72E+17,-8.13E+16,-1.05E+02,,NO,NO
0.04,8.00E-02,-1.41E+17,1.16E+15,-5.99E+00,,NO,NO
0.05333,8.00E-02,-9.07E+16,4.09E+16,-3.29E+01,,NO,NO
0.06667,8.00E-02,-5.18E+16,5.03E+16,9.14E+00,,NO,NO
0.08,8.00E-02,-2.73E+16,4.64E+16,2.14E+00,,NO,NO
0.09333,8.00E-02,-1.31E+16,3.86E+16,-1.84E+00,,NO,NO
0.1067,8.00E-02,-5.07E+15,3.09E+16,5.95E-01,,NO,NO
0.12,8.00E-02,-6.52E+14,2.44E+16,-9.25E-02,,NO,NO
0.1333,8.00E-02,1.73E+15,1.93E+16,5.88E-02,,NO,NO
0.1467,8.00E-02,2.97E+15,1.53E+16,-1.53E-02,,NO,NO
0.16,8.00E-02,3.54E+15,1.22E+16,1.99E-02,,NO,NO
0.1733,8.00E-02,3.74E+15,9.76E+15,-5.62E-03,,NO,NO
0.1867,8.00E-02,3.72E+15,7.88E+15,3.18E-03,,NO,NO
0.2,8.00E-02,3.60E+15,6.41E+15,-4.32E-04,,NO,NO
0.2133,8.00E-02,3.41E+15,5.24E+15,1.75E-04,,NO,NO
0.2267,8.00E-02,3.20E+15,4.32E+15,0.00E+00,,NO,NO
0.24,8.00E-02,2.98E+15,3.57E+15,0.00E+00,,NO,NO
0.2533,8.00E-02,2.77E+15,2.97E+15,0.00E+00,,NO,NO
0.2667,8.00E-02,2.58E+15,2.49E+15,0.00E+00,,NO,NO
0.28,8.00E-02,2.39E+15,2.09E+15,0.00E+00,,NO,NO
0.2933,8.00E-02,2.23E+15,1.76E+15,0.00E+00,,NO,NO
0.3067,8.00E-02,2.08E+15,1.49E+15,0.00E+00,,NO,NO
0.32,8.00E-02,1.95E+15,1.26E+15,0.00E+00,,NO,NO
0.3333,8.00E-02,1.84E+15,1.07E+15,0.00E+00,,NO,NO
0.3467,8.00E-02,1.73E+15,9.04E+14,0.00E+00,,NO,NO
0.36,8.00E-02,1.65E+15,7.65E+14,0.00E+00,,NO,NO
0.3733,8.00E-02,1.57E+15,6.45E+14,0.00E+00,,NO,NO
0.3867,8.00E-02,1.50E+15,5.41E+14,0.00E+00,,NO,NO
0.4,8.00E-02,1.44E+15,4.49E+14,0.00E+00,,NO,NO
0.4133,8.00E-02,1.40E+15,3.68E+14,0.00E+00,,NO,NO
0.4267,8.00E-02,1.36E+15,2.94E+14,0.00E+00,,NO,NO
0.44,8.00E-02,1.33E+15,2.27E+14,0.00E+00,,NO,NO
0.4533,8.00E-02,1.30E+15,1.64E+14,0.00E+00,,NO,NO
0.4667,8.00E-02,1.29E+15,1.05E+14,0.00E+00,,NO,NO
0.48,8.00E-02,1.28E+15,4.88E+13,0.00E+00,,NO,NO
0.4933,8.00E-02,1.28E+15,-6.74E+12,0.00E+00,,NO,NO
0.5067,8.00E-02,1.28E+15,-6.22E+13,0.00E+00,,NO,NO
0.52,8.00E-02,1.29E+15,-1.19E+14,0.00E+00,,NO,NO
0.5333,8.00E-02,1.31E+15,-1.77E+14,0.00E+00,,NO,NO
0.5467,8.00E-02,1.34E+15,-2.39E+14,0.00E+00,,NO,NO
0.56,8.00E-02,1.37E+15,-3.05E+14,0.00E+00,,NO,NO
0.5733,8.00E-02,1.41E+15,-3.77E+14,0.00E+00,,NO,NO
0.5867,8.00E-02,1.46E+15,-4.57E+14,0.00E+00,,NO,NO
0.6,8.00E-02,1.52E+15,-5.47E+14,0.00E+00,,NO,NO
0.6133,8.00E-02,1.59E+15,-6.48E+14,0.00E+00,,NO,NO
0.6267,8.00E-02,1.67E+15,-7.63E+14,0.00E+00,,NO,NO
0.64,8.00E-02,1.77E+15,-8.97E+14,0.00E+00,,NO,NO
0.6533,8.00E-02,1.87E+15,-1.05E+15,0.00E+00,,NO,NO
0.6667,8.00E-02,1.99E+15,-1.23E+15,0.00E+00,,NO,NO
0.68,8.00E-02,2.13E+15,-1.45E+15,0.00E+00,,NO,NO
0.6933,8.00E-02,2.28E+15,-1.71E+15,0.00E+00,,NO,NO
0.7067,8.00E-02,2.45E+15,-2.01E+15,0.00E+00,,NO,NO
0.72,8.00E-02,2.64E+15,-2.38E+15,0.00E+00,,NO,NO
0.7333,8.00E-02,2.85E+15,-2.83E+15,0.00E+00,,NO,NO
0.7467,8.00E-02,3.07E+15,-3.38E+15,0.00E+00,,NO,NO
0.76,8.00E-02,3.32E+15,-4.05E+15,0.00E+00,,NO,NO
0.7733,8.00E-02,3.56E+15,-4.89E+15,0.00E+00,,NO,NO
0.7867,8.00E-02,3.81E+15,-5.93E+15,-6.41E-05,,NO,NO
0.8,8.00E-02,4.03E+15,-7.24E+15,3.41E-04,,NO,NO
0.8133,8.00E-02,4.18E+15,-8.90E+15,-1.68E-03,,NO,NO
0.8267,8.00E-02,4.21E+15,-1.10E+16,5.32E-03,,NO,NO
0.84,8.00E-02,4.01E+15,-1.37E+16,-1.42E-02,,NO,NO
0.8533,8.00E-02,3.40E+15,-1.72E+16,3.05E-02,,NO,NO
0.8667,8.00E-02,2.08E+15,-2.17E+16,-1.35E-01,,NO,NO
0.88,8.00E-02,-4.63E+14,-2.75E+16,4.74E-01,,NO,NO
0.8933,8.00E-02,-5.16E+15,-3.48E+16,-2.52E+00,,NO,NO
0.9067,8.00E-02,-1.37E+16,-4.39E+16,8.92E+00,,NO,NO
0.92,8.00E-02,-2.91E+16,-5.36E+16,-3.07E+01,,NO,NO
0.9333,8.00E-02,-5.67E+16,-6.00E+16,6.79E+01,,NO,NO
0.9467,8.00E-02,-1.03E+17,-5.15E+16,-4.56E+01,,NO,NO
0.96,8.00E-02,-1.68E+17,-4.41E+15,-3.96E+02,,NO,NO
0.9733,8.00E-02,-2.08E+17,9.95E+16,1.76E+03,,NO,NO
0.9867,8.00E-02,-1.05E+17,1.92E+17,-1.30E+03,,NO,-388950
1,8.00E-02,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,9.33E-02,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,9.33E-02,-5.80E+16,-1.04E+17,4.66E+01,,-13836,NO
0.02667,9.33E-02,-9.42E+16,-6.29E+16,1.11E+01,,NO,NO
0.04,9.33E-02,-9.14E+16,-1.81E+16,-3.17E+01,,NO,NO
0.05333,9.33E-02,-7.07E+16,1.15E+16,2.15E+01,,NO,NO
0.06667,9.33E-02,-4.85E+16,2.53E+16,-1.44E+01,,NO,NO
0.08,9.33E-02,-3.10E+16,2.89E+16,5.16E+00,,NO,NO
0.09333,9.33E-02,-1.87E+16,2.75E+16,-2.27E+00,,NO,NO
0.1067,9.33E-02,-1.06E+16,2.41E+16,7.35E-01,,NO,NO
0.12,9.33E-02,-5.39E+15,2.04E+16,-2.54E-01,,NO,NO
0.1333,9.33E-02,-2.15E+15,1.69E+16,7.79E-02,,NO,NO
0.1467,9.33E-02,-1.47E+14,1.39E+16,-1.08E-02,,NO,NO
0.16,9.33E-02,1.06E+15,1.14E+16,9.77E-03,,NO,NO
0.1733,9.33E-02,1.77E+15,9.40E+15,-2.32E-03,,NO,NO
0.1867,9.33E-02,2.16E+15,7.75E+15,1.99E-03,,NO,NO
0.2,9.33E-02,2.35E+15,6.41E+15,-2.85E-04,,NO,NO
0.2133,9.33E-02,2.41E+15,5.32E+15,1.34E-04,,NO,NO
0.2267,9.33E-02,2.39E+15,4.44E+15,0.00E+00,,NO,NO
0.24,9.33E-02,2.32E+15,3.71E+15,0.00E+00,,NO,NO
0.2533,9.33E-02,2.24E+15,3.12E+15,0.00E+00,,NO,NO
0.2667,9.33E-02,2.14E+15,2.63E+15,0.00E+00,,NO,NO
0.28,9.33E-02,2.03E+15,2.22E+15,0.00E+00,,NO,NO
0.2933,9.33E-02,1.93E+15,1.89E+15,0.00E+00,,NO,NO
0.3067,9.33E-02,1.83E+15,1.60E+15,0.00E+00,,NO,NO
0.32,9.33E-02,1.74E+15,1.36E+15,0.00E+00,,NO,NO
0.3333,9.33E-02,1.66E+15,1.16E+15,0.00E+00,,NO,NO
0.3467,9.33E-02,1.58E+15,9.88E+14,0.00E+00,,NO,NO
0.36,9.33E-02,1.51E+15,8.39E+14,0.00E+00,,NO,NO
0.3733,9.33E-02,1.45E+15,7.10E+14,0.00E+00,,NO,NO
0.3867,9.33E-02,1.40E+15,5.96E+14,0.00E+00,,NO,NO
0.4,9.33E-02,1.35E+15,4.96E+14,0.00E+00,,NO,NO
0.4133,9.33E-02,1.32E+15,4.07E+14,0.00E+00,,NO,NO
0.4267,9.33E-02,1.29E+15,3.26E+14,0.00E+00,,NO,NO
0.44,9.33E-02,1.26E+15,2.51E+14,0.00E+00,,NO,NO
0.4533,9.33E-02,1.24E+15,1.82E+14,0.00E+00,,NO,NO
0.4667,9.33E-02,1.23E+15,1.17E+14,0.00E+00,,NO,NO
0.48,9.33E-02,1.22E+15,5.37E+13,0.00E+00,,NO,NO
0.4933,9.33E-02,1.22E+15,-8.12E+12,0.00E+00,,NO,NO
0.5067,9.33E-02,1.22E+15,-6.98E+13,0.00E+00,,NO,NO
0.52,9.33E-02,1.23E+15,-1.33E+14,0.00E+00,,NO,NO
0.5333,9.33E-02,1.25E+15,-1.98E+14,0.00E+00,,NO,NO
0.5467,9.33E-02,1.27E+15,-2.66E+14,0.00E+00,,NO,NO
0.56,9.33E-02,1.30E+15,-3.40E+14,0.00E+00,,NO,NO
0.5733,9.33E-02,1.33E+15,-4.19E+14,0.00E+00,,NO,NO
0.5867,9.33E-02,1.38E+15,-5.07E+14,0.00E+00,,NO,NO
0.6,9.33E-02,1.42E+15,-6.05E+14,0.00E+00,,NO,NO
0.6133,9.33E-02,1.48E+15,-7.15E+14,0.00E+00,,NO,NO
0.6267,9.33E-02,1.54E+15,-8.41E+14,0.00E+00,,NO,NO
0.64,9.33E-02,1.62E+15,-9.85E+14,0.00E+00,,NO,NO
0.6533,9.33E-02,1.70E+15,-1.15E+15,0.00E+00,,NO,NO
0.6667,9.33E-02,1.79E+15,-1.35E+15,0.00E+00,,NO,NO
0.68,9.33E-02,1.89E+15,-1.57E+15,0.00E+00,,NO,NO
0.6933,9.33E-02,1.99E+15,-1.84E+15,0.00E+00,,NO,NO
0.7067,9.33E-02,2.11E+15,-2.16E+15,0.00E+00,,NO,NO
0.72,9.33E-02,2.23E+15,-2.54E+15,0.00E+00,,NO,NO
0.7333,9.33E-02,2.35E+15,-3.00E+15,0.00E+00,,NO,NO
0.7467,9.33E-02,2.47E+15,-3.55E+15,0.00E+00,,NO,NO
0.76,9.33E-02,2.58E+15,-4.22E+15,0.00E+00,,NO,NO
0.7733,9.33E-02,2.65E+15,-5.03E+15,0.00E+00,,NO,NO
0.7867,9.33E-02,2.68E+15,-6.03E+15,-6.25E-05,,NO,NO
0.8,9.33E-02,2.62E+15,-7.26E+15,2.41E-04,,NO,NO
0.8133,9.33E-02,2.42E+15,-8.76E+15,-1.32E-03,,NO,NO
0.8267,9.33E-02,2.00E+15,-1.06E+16,2.69E-03,,NO,NO
0.84,9.33E-02,1.23E+15,-1.29E+16,-1.64E-02,,NO,NO
0.8533,9.33E-02,-1.00E+14,-1.57E+16,4.67E-02,,NO,NO
0.8667,9.33E-02,-2.29E+15,-1.91E+16,-2.58E-01,,NO,NO
0.88,9.33E-02,-5.84E+15,-2.31E+16,6.43E-01,,NO,NO
0.8933,9.33E-02,-1.15E+16,-2.74E+16,-1.96E+00,,NO,NO
0.9067,9.33E-02,-2.05E+16,-3.15E+16,3.21E+00,,NO,NO
0.92,9.33E-02,-3.43E+16,-3.38E+16,-7.08E+00,,NO,NO
0.9333,9.33E-02,-5.46E+16,-3.05E+16,9.02E+00,,NO,NO
0.9467,9.33E-02,-8.14E+16,-1.52E+16,-3.12E+01,,NO,NO
0.96,9.33E-02,-1.08E+17,1.99E+16,5.69E+01,,NO,NO
0.9733,9.33E-02,-1.11E+17,7.39E+16,-2.05E+02,,NO,NO
0.9867,9.33E-02,-6.34E+16,1.21E+17,1.97E+02,,NO,59280
1,9.33E-02,0.00E+00,0.00E+00,-5.00E-01,,NO,NO
0,1.07E-01,0.00E+00,0.00E+00,5.00E-01,,NO,NO
0.01333,1.07E-01,-3.34E+16,-6.99E+16,1.38E+01,,-3996,NO
0.02667,1.07E-01,-5.55E+16,-4.79E+16,-4.78E+00,,NO,NO
0.04,1.07E-01,-5.98E+16,-2.23E+16,-7.31E+00,,NO,NO
0.05333,1.07E-01,-5.23E+16,-1.98E+15,8.67E+00,,NO,NO
0.06667,1.07E-01,-4.06E+16,1.05E+16,-7.42E+00,,NO,NO
0.08,1.07E-01,-2.93E+16,1.65E+16,3.69E+00,,NO,NO
0.09333,1.07E-01,-2.00E+16,1.82E+16,-2.03E+00,,NO,NO
0.1067,1.07E-01,-1.31E+16,1.77E+16,7.63E-01,,NO,NO
0.12,1.07E-01,-8.20E+15,1.60E+16,-3.07E-01,,NO,NO
0.1333,1.07E-01,-4.79E+15,1.40E+16,9.88E-02,,NO,NO
0.1467,1.07E-01,-2.47E+15,1.21E+16,-2.90E-02,,NO,NO
0.16,1.07E-01,-9.08E+14,1.03E+16,9.50E-03,,NO,NO
0.1733,1.07E-01,1.26E+14,8.66E+15,-1.50E-03,,NO,NO
0.1867,1.07E-01,7.97E+14,7.31E+15,1.15E-03,,NO,NO
0.2,1.07E-01,1.22E+15,6.16E+15,-1.60E-04,,NO,NO
0.2133,1.07E-01,1.48E+15,5.20E+15,9.72E-05,,NO,NO
0.2267,1.07E-01,1.62E+15,4.40E+15,0.00E+00,,NO,NO
0.24,1.07E-01,1.69E+15,3.72E+15,0.00E+00,,NO,NO
0.2533,1.07E-01,1.71E+15,3.16E+15,0.00E+00,,NO,NO
0.2667,1.07E-01,1.70E+15,2.69E+15,0.00E+00,,NO,NO
0.28,1.07E-01,1.67E+15,2.29E+15,0.00E+00,,NO,NO
0.2933,1.07E-01,1.62E+15,1.96E+15,0.00E+00,,NO,NO
0.3067,1.07E-01,1.57E+15,1.68E+15,0.00E+00,,NO,NO
0.32,1.07E-01,1.52E+15,1.43E+15,0.00E+00,,NO,NO
0.3333,1.07E-01,1.47E+15,1.23E+15,0.00E+00,,NO,NO
0.3467,1.07E-01,1.42E+15,1.05E+15,0.00E+00,,NO,NO
0.36,1.07E-01,1.37E+15,8.93E+14,0.00E+00,,NO,NO
0.3733,1.07E-01,1.33E+15,7.58E+14,0.00E+00,,NO,NO
0.3867,1.07E-01,1.29E+15,6.38E+14,0.00E+00,,NO,NO
0.4,1.07E-01,1.26E+15,5.32E+14,0.00E+00,,NO,NO
0.4133,1.07E-01,1.23E+15,4.37E+14,0.00E+00,,NO,NO
0.4267,1.07E-01,1.21E+15,3.51E+14,0.00E+00,,NO,NO
0.44,1.07E-01,1.19E+15,2.71E+14,0.00E+00,,NO,NO
0.4533,1.07E-01,1.17E+15,1.96E+14,0.00E+00,,NO,NO
0.4667,1.07E-01,1.16E+15,1.26E+14,0.00E+00,,NO,NO
0.48,1.07E-01,1.16E+15,5.74E+13,0.00E+00,,NO,NO
0.4933,1.07E-01,1.16E+15,-9.58E+12,0.00E+00,,NO,NO
0.5067,1.07E-01,1.16E+15,-7.65E+13,0.00E+00,,NO,NO
0.52,1.07E-01,1.17E+15,-1.45E+14,0.00E+00,,NO,NO
0.5333,1.07E-01,1.18E+15,-2.15E+14,0.00E+00,,NO,NO
0.5467,1.07E-01,1.20E+15,-2.89E+14,0.00E+00,,NO,NO
0.56,1.07E-01,1.22E+15,-3.68E+14,0.00E+00,,NO,NO
0.5733,1.07E-01,1.25E+15,-4.53E+14,0.00E+00,,NO,NO
0.5867,1.07E-01,1.28E+15,-5.47E+14,0.00E+00,,NO,NO
0.6,1.07E-01,1.32E+15,-6.51E+14,0.00E+00,,NO,NO
0.6133,1.07E-01,1.36E+15,-7.68E+14,0.00E+00,,NO,NO
0.6267,1.07E-01,1.41E+15,-9.00E+14,0.00E+00,,NO,NO
0.64,1.07E-01,1.46E+15,-1.05E+15,0.00E+00,,NO,NO
0.6533,1.07E-01,1.52E+15,-1.22E+15,0.00E+00,,NO,NO
0.6667,1.07E-01,1.58E+15,-1.42E+15,0.00E+00,,NO,NO
0.68,1.07E-01,1.64E+15,-1.66E+15,0.00E+00,,NO,NO
0.6933,1.07E-01,1.70E+15,-1.93E+15,0.00E+00,,NO,NO
0.7067,1.07E-01,1.76E+15,-2.25E+15,0.00E+00,,NO,NO
0.72,1.07E-01,1.82E+15,-2.62E+15,0.00E+00,,NO,NO
0.7333,1.07E-01,1.86E+15,-3.07E+15,0.00E+00,,NO,NO
0.7467,1.07E-01,1.88E+15,-3.60E+15,0.00E+00,,NO,NO
0.76,1.07E-01,1.86E+15,-4.24E+15,0.00E+00,,NO,NO
0.7733,1.07E-01,1.79E+15,-4.99E+15,0.00E+00,,NO,NO
0.7867,1.07E-01,1.64E+15,-5.90E+15,-6.10E-05,,NO,NO
0.8,1.07E-01,1.35E+15,-6.99E+15,1.57E-04,,NO,NO
0.8133,1.07E-01,8.86E+14,-8.28E+15,-1.41E-03,,NO,NO
0.8267,1.07E-01,1.44E+14,-9.81E+15,3.70E-03,,NO,NO
0.84,1.07E-01,-1.00E+15,-1.16E+16,-2.88E-02,,NO,NO
0.8533,1.07E-01,-2.73E+15,-1.37E+16,8.08E-02,,NO,NO
0.8667,1.07E-01,-5.31E+15,-1.59E+16,-3.24E-01,,NO,NO
0.88,1.07E-01,-9.10E+15,-1.82E+16,6.93E-01,,NO,NO
0.8933,1.07E-01,-1.46E+16,-2.02E+16,-2.06E+00,,NO,NO
0.9067,1.07E-01,-2.24E+16,-2.11E+16,3.65E+00,,NO,NO
0.92,1.07E-01,-3.30E+16,-1.94E+16,-8.59E+00,,NO,NO
0.9333,1.07E-01,-4.62E+16,-1.29E+16,1.12E+01,,NO,NO
0.9467,1.07E-01,-6.03E+16,1.32E+15,-1.58E+01,,NO,NO
0.96,1.07E-01,-6.96E+16,2.52E+16,-9.42E-01,,NO,NO
0.9733,1.07E-01,-6.46E+16,5.54E+16,3.40E+01,,NO,NO
0.9867,1.07E-01,-3.78E+16,8.05E+16,-5.93E+01,,NO,-17649
