 VARIABLES = "X", "Y", "U", "V", "T"
 ZONE I= 26, J= 26, F=POINT 
   0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00,    5.000E-01
   4.000E-02,    0.000E+00,    0.000E+00,    0.000E+00,    2.168E-01
   8.000E-02,    0.000E+00,    0.000E+00,    0.000E+00,    2.492E-03
   1.200E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.316E-01
   1.600E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.082E-01
   2.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.512E-01
   2.400E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.761E-01
   2.800E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.917E-01
   3.200E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.024E-01
   3.600E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.107E-01
   4.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.178E-01
   4.400E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.245E-01
   4.800E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.310E-01
   5.200E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.378E-01
   5.600E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.450E-01
   6.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.527E-01
   6.400E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.610E-01
   6.800E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.701E-01
   7.200E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.801E-01
   7.600E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.912E-01
   8.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.038E-01
   8.400E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.183E-01
   8.800E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.352E-01
   9.200E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.545E-01
   9.600E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.764E-01
   1.000E+00,    0.000E+00,    0.000E+00,    0.000E+00,   -5.000E-01
   0.000E+00,    4.000E-02,    0.000E+00,    0.000E+00,    5.000E-01
   4.000E-02,    4.000E-02,   -9.689E+00,    7.332E+00,    2.137E-01
   8.000E-02,    4.000E-02,   -1.744E+01,    3.568E+00,   -2.543E-03
   1.200E-01,    4.000E-02,   -2.054E+01,    1.823E-01,   -1.367E-01
   1.600E-01,    4.000E-02,   -2.069E+01,   -1.297E+00,   -2.119E-01
   2.000E-01,    4.000E-02,   -1.967E+01,   -1.539E+00,   -2.533E-01
