 VARIABLES = "X", "Y", "U", "V", "T"
 ZONE I= 41, J= 41, F=POINT 
   0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00,    5.000E-01
   2.500E-02,    0.000E+00,    0.000E+00,    0.000E+00,    3.205E-01
   5.000E-02,    0.000E+00,    0.000E+00,    0.000E+00,    1.593E-01
   7.500E-02,    0.000E+00,    0.000E+00,    0.000E+00,    2.830E-02
   1.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -6.990E-02
   1.250E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.399E-01
   1.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.885E-01
   1.750E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.220E-01
   2.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.453E-01
   2.250E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.616E-01
   2.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.735E-01
   2.750E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.824E-01
   3.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.894E-01
   3.250E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.951E-01
   3.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.000E-01
   3.750E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.044E-01
   4.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.086E-01
   4.250E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.125E-01
   4.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.165E-01
   4.750E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.204E-01
   5.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.245E-01
   5.250E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.286E-01
   5.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.330E-01
   5.750E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.376E-01
   6.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.425E-01
   6.250E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.476E-01
   6.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.531E-01
   6.750E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.590E-01
   7.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.653E-01
   7.250E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.721E-01
   7.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.795E-01
   7.750E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.875E-01
   8.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.962E-01
   8.250E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.057E-01
   8.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.161E-01
   8.750E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.275E-01
   9.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.399E-01
