 VARIABLES = "X", "Y", "U", "V", "T"
 ZONE I= 86, J= 86, F=POINT 
   0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00,    5.420E+05
   1.176E-02,    0.000E+00,    0.000E+00,    0.000E+00,   -1.868E+03
   2.353E-02,    0.000E+00,    0.000E+00,    0.000E+00,   -8.834E+05
   3.529E-02,    0.000E+00,    0.000E+00,    0.000E+00,    1.977E+05
   4.706E-02,    0.000E+00,    0.000E+00,    0.000E+00,   -1.413E+03
   5.882E-02,    0.000E+00,    0.000E+00,    0.000E+00,    4.493E+02
   7.059E-02,    0.000E+00,    0.000E+00,    0.000E+00,   -2.221E+01
   8.235E-02,    0.000E+00,    0.000E+00,    0.000E+00,    7.545E+00
   9.412E-02,    0.000E+00,    0.000E+00,    0.000E+00,   -1.349E+00
   1.059E-01,    0.000E+00,    0.000E+00,    0.000E+00,    4.426E-01
   1.176E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -9.602E-02
   1.294E-01,    0.000E+00,    0.000E+00,    0.000E+00,    1.700E-02
   1.412E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   1.529E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   1.647E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   1.765E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   1.882E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   2.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   2.118E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   2.235E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   2.353E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   2.471E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   2.588E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   2.706E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   2.824E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   2.941E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   3.059E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   3.176E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   3.294E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   3.412E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   3.529E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   3.647E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   3.765E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   3.882E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   4.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   4.118E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   4.235E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   4.353E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   4.471E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   4.588E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   4.706E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   4.824E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   4.941E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   5.059E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   5.176E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   5.294E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   5.412E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   5.529E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
   5.647E-01,    0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00
