 VARIABLES = "X", "Y", "U", "V", "T"
 ZONE I= 46, J= 46, F=POINT 
   0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00,    5.005E-01
   2.222E-02,    0.000E+00,    0.000E+00,    0.000E+00,    4.079E-01
   4.444E-02,    0.000E+00,    0.000E+00,    0.000E+00,    3.203E-01
   6.667E-02,    0.000E+00,    0.000E+00,    0.000E+00,    2.415E-01
   8.889E-02,    0.000E+00,    0.000E+00,    0.000E+00,    1.738E-01
   1.111E-01,    0.000E+00,    0.000E+00,    0.000E+00,    1.177E-01
   1.333E-01,    0.000E+00,    0.000E+00,    0.000E+00,    7.147E-02
   1.556E-01,    0.000E+00,    0.000E+00,    0.000E+00,    3.412E-02
   1.778E-01,    0.000E+00,    0.000E+00,    0.000E+00,    1.588E-03
   2.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.326E-02
   2.222E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -5.212E-02
   2.444E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -6.482E-02
   2.667E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.042E-01
   2.889E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -9.333E-02
   3.111E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.703E-01
   3.333E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.096E-01
   3.556E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.729E-01
   3.778E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.206E-01
   4.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.982E-01
   4.222E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.461E-01
   4.444E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -8.787E-01
   4.667E-01,    0.000E+00,    0.000E+00,    0.000E+00,    2.841E-01
   4.889E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.026E+01
   5.111E-01,    0.000E+00,    0.000E+00,    0.000E+00,    2.476E+01
   5.333E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -7.268E+01
   5.556E-01,    0.000E+00,    0.000E+00,    0.000E+00,    2.172E+02
   5.778E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.777E+02
   6.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    5.458E+02
   6.222E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.574E+02
   6.444E-01,    0.000E+00,    0.000E+00,    0.000E+00,    8.162E+02
   6.667E-01,    0.000E+00,    0.000E+00,    0.000E+00,    7.351E+02
   6.889E-01,    0.000E+00,    0.000E+00,    0.000E+00,    6.528E+01
   7.111E-01,    0.000E+00,    0.000E+00,    0.000E+00,    1.051E+03
   7.333E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.441E+02
   7.556E-01,    0.000E+00,    0.000E+00,    0.000E+00,    2.097E+02
   7.778E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.233E+01
   8.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    2.256E+01
   8.222E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.198E+00
   8.444E-01,    0.000E+00,    0.000E+00,    0.000E+00,    1.670E+00
   8.667E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.401E-01
   8.889E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.497E-01
   9.111E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.736E-01
   9.333E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.419E-01
   9.556E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.866E-01
   9.778E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.866E-01
   1.000E+00,    0.000E+00,    0.000E+00,    0.000E+00,   -5.018E-01
   0.000E+00,    2.222E-02,    0.000E+00,    0.000E+00,    5.000E-01
   2.222E-02,    2.222E-02,   -7.388E+13,    7.459E+13,    4.065E-01
   4.444E-02,    2.222E-02,   -1.484E+14,    7.566E+13,    3.176E-01
   6.667E-02,    2.222E-02,   -2.244E+14,    7.750E+13,    2.375E-01
   8.889E-02,    2.222E-02,   -3.026E+14,    8.016E+13,    1.690E-01
   1.111E-01,    2.222E-02,   -3.838E+14,    8.374E+13,    1.122E-01
   1.333E-01,    2.222E-02,   -4.691E+14,    8.837E+13,    6.630E-02
   1.556E-01,    2.222E-02,   -5.594E+14,    9.422E+13,    2.756E-02
   1.778E-01,    2.222E-02,   -6.560E+14,    1.015E+14,   -1.714E-03
   2.000E-01,    2.222E-02,   -7.607E+14,    1.106E+14,   -3.406E-02
   2.222E-01,    2.222E-02,   -8.751E+14,    1.217E+14,   -4.731E-02
   2.444E-01,    2.222E-02,   -1.002E+15,    1.355E+14,   -9.205E-02
   2.667E-01,    2.222E-02,   -1.143E+15,    1.525E+14,   -7.313E-02
   2.889E-01,    2.222E-02,   -1.302E+15,    1.735E+14,   -1.675E-01
   3.111E-01,    2.222E-02,   -1.485E+15,    1.997E+14,   -7.795E-02
   3.333E-01,    2.222E-02,   -1.695E+15,    2.323E+14,   -2.881E-01
   3.556E-01,    2.222E-02,   -1.941E+15,    2.734E+14,   -7.685E-02
   3.778E-01,    2.222E-02,   -2.231E+15,    3.252E+14,   -5.071E-01
   4.000E-01,    2.222E-02,   -2.577E+15,    3.912E+14,    5.654E-02
   4.222E-01,    2.222E-02,   -2.995E+15,    4.757E+14,   -1.407E+00
   4.444E-01,    2.222E-02,   -3.505E+15,    5.844E+14,    7.649E-01
   4.667E-01,    2.222E-02,   -4.133E+15,    7.246E+14,   -3.745E+00
   4.889E-01,    2.222E-02,   -4.914E+15,    9.048E+14,    1.275E+01
   5.111E-01,    2.222E-02,   -5.895E+15,    1.132E+15,   -7.590E+01
   5.333E-01,    2.222E-02,   -7.132E+15,    1.407E+15,    1.617E+02
   5.556E-01,    2.222E-02,   -8.693E+15,    1.699E+15,   -4.851E+02
   5.778E-01,    2.222E-02,   -1.064E+16,    1.876E+15,    1.205E+03
   6.000E-01,    2.222E-02,   -1.299E+16,    1.512E+15,   -6.319E+02
   6.222E-01,    2.222E-02,   -1.545E+16,   -6.348E+14,    2.808E+03
   6.444E-01,    2.222E-02,   -1.634E+16,   -7.404E+15,   -8.228E+02
   6.667E-01,    2.222E-02,   -5.812E+15,   -1.935E+16,    5.089E+04
   6.889E-01,    2.222E-02,    3.603E+16,   -1.766E+16,    5.343E+04
   7.111E-01,    2.222E-02,    4.295E+16,   -2.508E+15,   -1.418E+03
   7.333E-01,    2.222E-02,    3.491E+16,    6.517E+15,    1.813E+03
   7.556E-01,    2.222E-02,    2.302E+16,    8.642E+15,   -2.445E+02
   7.778E-01,    2.222E-02,    1.395E+16,    7.093E+15,    1.595E+02
   8.000E-01,    2.222E-02,    8.147E+15,    4.860E+15,   -2.058E+01
   8.222E-01,    2.222E-02,    4.661E+15,    3.061E+15,    1.083E+01
   8.444E-01,    2.222E-02,    2.611E+15,    1.848E+15,   -2.157E+00
   8.667E-01,    2.222E-02,    1.417E+15,    1.089E+15,    1.003E-01
   8.889E-01,    2.222E-02,    7.316E+14,    6.268E+14,   -6.712E-01
   9.111E-01,    2.222E-02,    3.482E+14,    3.495E+14,   -3.642E-01
   9.333E-01,    2.222E-02,    1.452E+14,    1.848E+14,   -5.005E-01
   9.556E-01,    2.222E-02,    4.855E+13,    9.004E+13,   -4.521E-01
   9.778E-01,    2.222E-02,    1.105E+13,    4.117E+13,   -4.958E-01
   1.000E+00,    2.222E-02,    0.000E+00,    0.000E+00,   -5.000E-01
   0.000E+00,    4.444E-02,    0.000E+00,    0.000E+00,    5.000E-01
   2.222E-02,    4.444E-02,   -7.282E+13,    1.484E+14,    4.036E-01
   4.444E-02,    4.444E-02,   -1.463E+14,    1.506E+14,    3.117E-01
