 VARIABLES = "X", "Y", "U", "V", "T"
 ZONE I= 51, J= 51, F=POINT 
   0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00,    5.070E-01
   2.000E-02,    0.000E+00,    0.000E+00,    0.000E+00,    4.099E-01
   4.000E-02,    0.000E+00,    0.000E+00,    0.000E+00,    3.333E-01
   6.000E-02,    0.000E+00,    0.000E+00,    0.000E+00,    2.536E-01
   8.000E-02,    0.000E+00,    0.000E+00,    0.000E+00,    1.944E-01
   1.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    1.462E-01
   1.200E-01,    0.000E+00,    0.000E+00,    0.000E+00,    1.028E-01
   1.400E-01,    0.000E+00,    0.000E+00,    0.000E+00,    7.994E-02
   1.600E-01,    0.000E+00,    0.000E+00,    0.000E+00,    5.242E-02
   1.800E-01,    0.000E+00,    0.000E+00,    0.000E+00,    4.156E-02
   2.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    2.642E-02
   2.200E-01,    0.000E+00,    0.000E+00,    0.000E+00,    2.079E-02
   2.400E-01,    0.000E+00,    0.000E+00,    0.000E+00,    1.311E-02
   2.600E-01,    0.000E+00,    0.000E+00,    0.000E+00,    1.005E-02
   2.800E-01,    0.000E+00,    0.000E+00,    0.000E+00,    6.337E-03
   3.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    4.653E-03
   3.200E-01,    0.000E+00,    0.000E+00,    0.000E+00,    2.915E-03
   3.400E-01,    0.000E+00,    0.000E+00,    0.000E+00,    2.004E-03
   3.600E-01,    0.000E+00,    0.000E+00,    0.000E+00,    1.159E-03
   3.800E-01,    0.000E+00,    0.000E+00,    0.000E+00,    6.375E-04
   4.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    4.872E-05
   4.200E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.177E-04
   4.400E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.401E-03
   4.600E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.328E-03
   4.800E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -5.257E-03
   5.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.442E-03
   5.200E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.812E-02
   5.400E-01,    0.000E+00,    0.000E+00,    0.000E+00,    6.426E-03
   5.600E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -6.037E-02
   5.800E-01,    0.000E+00,    0.000E+00,    0.000E+00,    4.458E-02
   6.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.799E-01
   6.200E-01,    0.000E+00,    0.000E+00,    0.000E+00,    1.527E-01
   6.400E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.372E-01
   6.600E-01,    0.000E+00,    0.000E+00,    0.000E+00,    3.736E-01
   6.800E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -8.214E-01
   7.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    8.815E-01
   7.200E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.059E+00
   7.400E-01,    0.000E+00,    0.000E+00,    0.000E+00,    2.173E+00
