 VARIABLES = "X", "Y", "U", "V", "T"
 ZONE I= 21, J= 21, F=POINT 
   0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00,    5.000E-01
   5.000E-02,    0.000E+00,    0.000E+00,    0.000E+00,    3.968E-01
   1.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    2.961E-01
   1.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,    2.009E-01
   2.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    1.137E-01
   2.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,    3.608E-02
   3.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.149E-02
   3.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -8.959E-02
   4.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.393E-01
   4.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.821E-01
   5.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.193E-01
   5.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.524E-01
   6.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.824E-01
   6.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.105E-01
   7.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.373E-01
   7.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.637E-01
   8.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.900E-01
   8.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.167E-01
   9.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.439E-01
   9.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.717E-01
   1.000E+00,    0.000E+00,    0.000E+00,    0.000E+00,   -5.000E-01
   0.000E+00,    5.000E-02,    0.000E+00,    0.000E+00,    5.000E-01
   5.000E-02,    5.000E-02,   -3.917E-01,    3.708E-01,    3.963E-01
   1.000E-01,    5.000E-02,   -1.085E+00,    4.711E-01,    2.951E-01
   1.500E-01,    5.000E-02,   -1.810E+00,    4.299E-01,    1.994E-01
   2.000E-01,    5.000E-02,   -2.442E+00,    3.419E-01,    1.119E-01
   2.500E-01,    5.000E-02,   -2.946E+00,    2.521E-01,    3.422E-02
   3.000E-01,    5.000E-02,   -3.324E+00,    1.760E-01,   -3.320E-02
   3.500E-01,    5.000E-02,   -3.589E+00,    1.145E-01,   -9.099E-02
   4.000E-01,    5.000E-02,   -3.757E+00,    6.318E-02,   -1.403E-01
   4.500E-01,    5.000E-02,   -3.836E+00,    1.603E-02,   -1.827E-01
   5.000E-01,    5.000E-02,   -3.827E+00,   -3.253E-02,   -2.195E-01
   5.500E-01,    5.000E-02,   -3.727E+00,   -8.674E-02,   -2.522E-01
   6.000E-01,    5.000E-02,   -3.529E+00,   -1.479E-01,   -2.819E-01
