 VARIABLES = "X", "Y", "U", "V", "T"
 ZONE I= 21, J= 21, F=POINT 
   0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00,    5.000E-01
   5.000E-02,    0.000E+00,    0.000E+00,    0.000E+00,    4.252E-01
   1.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    3.511E-01
   1.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,    2.784E-01
   2.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    2.082E-01
   2.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,    1.413E-01
   3.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    7.833E-02
   3.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,    1.961E-02
   4.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.483E-02
   4.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -8.521E-02
   5.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.319E-01
   5.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.753E-01
   6.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.160E-01
   6.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.546E-01
   7.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.914E-01
   7.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.271E-01
   8.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.620E-01
   8.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.965E-01
   9.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.309E-01
   9.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.654E-01
   1.000E+00,    0.000E+00,    0.000E+00,    0.000E+00,   -5.000E-01
   0.000E+00,    5.000E-02,    0.000E+00,    0.000E+00,    5.000E-01
   5.000E-02,    5.000E-02,   -1.359E-01,    1.327E-01,    4.251E-01
   1.000E-01,    5.000E-02,   -4.095E-01,    1.926E-01,    3.508E-01
   1.500E-01,    5.000E-02,   -7.278E-01,    1.995E-01,    2.780E-01
   2.000E-01,    5.000E-02,   -1.037E+00,    1.796E-01,    2.076E-01
   2.500E-01,    5.000E-02,   -1.308E+00,    1.488E-01,    1.406E-01
   3.000E-01,    5.000E-02,   -1.531E+00,    1.153E-01,    7.760E-02
   3.500E-01,    5.000E-02,   -1.699E+00,    8.193E-02,    1.891E-02
   4.000E-01,    5.000E-02,   -1.813E+00,    4.959E-02,   -3.546E-02
   4.500E-01,    5.000E-02,   -1.873E+00,    1.795E-02,   -8.572E-02
   5.000E-01,    5.000E-02,   -1.879E+00,   -1.366E-02,   -1.322E-01
   5.500E-01,    5.000E-02,   -1.831E+00,   -4.586E-02,   -1.755E-01
   6.000E-01,    5.000E-02,   -1.727E+00,   -7.859E-02,   -2.161E-01
