 VARIABLES = "X", "Y", "U", "V", "T"
 ZONE I= 21, J= 21, F=POINT 
   0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00,    5.000E-01
   5.000E-02,    0.000E+00,    0.000E+00,    0.000E+00,    3.328E-01
   1.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    1.796E-01
   1.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,    5.086E-02
   2.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.982E-02
   2.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.250E-01
   3.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.800E-01
   3.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.203E-01
   4.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.505E-01
   4.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.742E-01
   5.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.939E-01
   5.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.116E-01
   6.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.284E-01
   6.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.453E-01
   7.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.629E-01
   7.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.816E-01
   8.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.018E-01
   8.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.239E-01
   9.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.477E-01
   9.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.733E-01
   1.000E+00,    0.000E+00,    0.000E+00,    0.000E+00,   -5.000E-01
   0.000E+00,    5.000E-02,    0.000E+00,    0.000E+00,    5.000E-01
   5.000E-02,    5.000E-02,   -1.703E+00,    1.486E+00,    3.310E-01
   1.000E-01,    5.000E-02,   -3.955E+00,    1.369E+00,    1.763E-01
   1.500E-01,    5.000E-02,   -5.723E+00,    8.599E-01,    4.666E-02
   2.000E-01,    5.000E-02,   -6.865E+00,    4.335E-01,   -5.396E-02
   2.500E-01,    5.000E-02,   -7.541E+00,    1.896E-01,   -1.284E-01
   3.000E-01,    5.000E-02,   -7.948E+00,    9.301E-02,   -1.823E-01
   3.500E-01,    5.000E-02,   -8.231E+00,    8.017E-02,   -2.214E-01
   4.000E-01,    5.000E-02,   -8.462E+00,    9.720E-02,   -2.506E-01
   4.500E-01,    5.000E-02,   -8.657E+00,    1.071E-01,   -2.735E-01
   5.000E-01,    5.000E-02,   -8.793E+00,    8.595E-02,   -2.926E-01
   5.500E-01,    5.000E-02,   -8.818E+00,    1.751E-02,   -3.097E-01
   6.000E-01,    5.000E-02,   -8.663E+00,   -1.090E-01,   -3.261E-01
