 VARIABLES = "X", "Y", "U", "V", "T"
 ZONE I= 21, J= 21, F=POINT 
   0.000E+00,    0.000E+00,    0.000E+00,    0.000E+00,    5.000E-01
   5.000E-02,    0.000E+00,    0.000E+00,    0.000E+00,    2.211E-01
   1.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,    8.501E-03
   1.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -1.261E-01
   2.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.040E-01
   2.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.487E-01
   3.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.754E-01
   3.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -2.929E-01
   4.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.059E-01
   4.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.169E-01
   5.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.272E-01
   5.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.376E-01
   6.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.486E-01
   6.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.604E-01
   7.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.734E-01
   7.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -3.880E-01
   8.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.047E-01
   8.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.242E-01
   9.000E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.467E-01
   9.500E-01,    0.000E+00,    0.000E+00,    0.000E+00,   -4.723E-01
   1.000E+00,    0.000E+00,    0.000E+00,    0.000E+00,   -5.000E-01
   0.000E+00,    5.000E-02,    0.000E+00,    0.000E+00,    5.000E-01
   5.000E-02,    5.000E-02,   -7.508E+00,    5.689E+00,    2.182E-01
   1.000E-01,    5.000E-02,   -1.362E+01,    2.837E+00,    3.687E-03
   1.500E-01,    5.000E-02,   -1.626E+01,    3.025E-01,   -1.308E-01
   2.000E-01,    5.000E-02,   -1.677E+01,   -7.259E-01,   -2.072E-01
   2.500E-01,    5.000E-02,   -1.652E+01,   -7.865E-01,   -2.501E-01
   3.000E-01,    5.000E-02,   -1.628E+01,   -4.584E-01,   -2.754E-01
   3.500E-01,    5.000E-02,   -1.635E+01,   -4.308E-02,   -2.919E-01
   4.000E-01,    5.000E-02,   -1.680E+01,    3.376E-01,   -3.041E-01
   4.500E-01,    5.000E-02,   -1.758E+01,    6.441E-01,   -3.144E-01
   5.000E-01,    5.000E-02,   -1.860E+01,    8.544E-01,   -3.241E-01
   5.500E-01,    5.000E-02,   -1.970E+01,    9.339E-01,   -3.339E-01
   6.000E-01,    5.000E-02,   -2.064E+01,    8.281E-01,   -3.442E-01
